video_path,frame_path,keypoints_path,mp4_path,n_frames,n_json,frames_done,sapiens_done,reextract_done,overlay_done,use_video,is_val
0_RAW_DATA/AI_dataset/N09/N09_Ward/Shoulder Flexion3.MP4,1_FRAME/AI_dataset/N09/N09_Ward/Shoulder Flexion3_frames,2_KEYPOINTS/AI_dataset/N09/N09_Ward/Shoulder Flexion3_JSON,3_MP4/AI_dataset/N09/N09_Ward/Shoulder Flexion3.mp4,502.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Biceps Curl1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Biceps Curl1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Biceps Curl1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Biceps Curl1.mp4,316.0,316.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Biceps Curl2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Biceps Curl2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Biceps Curl2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Biceps Curl2.mp4,337.0,337.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Biceps Curl3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Biceps Curl3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Biceps Curl3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Biceps Curl3.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Extension1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Extension1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Extension1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Extension1.mp4,321.0,321.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Extension2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Extension2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Extension2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Extension2.mp4,353.0,353.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Extension3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Extension3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Extension3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Extension3.mp4,367.0,367.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension1.mp4,309.0,309.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension2.mp4,348.0,348.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension3.mp4,358.0,358.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair1.mp4,307.0,307.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair2.mp4,386.0,386.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_Wheelchair3.mp4,384.0,384.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable1.mp4,406.0,406.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable2.mp4,397.0,397.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_bobathtable3.mp4,411.0,411.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair1.mp4,311.0,311.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair2.mp4,354.0,354.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Hip Flexion Extension_chair3.mp4,356.0,356.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair1.mp4,335.0,335.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair2.mp4,364.0,364.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Extension_Wheelchair3.mp4,373.0,373.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Extension_chair1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Extension_chair1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Extension_chair1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Extension_chair1.mp4,324.0,324.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Extension_chair2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Extension_chair2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Extension_chair2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Extension_chair2.mp4,350.0,350.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Extension_chair3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Extension_chair3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Extension_chair3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Extension_chair3.mp4,360.0,360.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Flexion1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Flexion1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Flexion1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Flexion1.mp4,319.0,319.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Flexion2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Flexion2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Flexion2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Flexion2.mp4,405.0,405.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/Knee Flexion3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/Knee Flexion3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/Knee Flexion3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/Knee Flexion3.mp4,351.0,351.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/SLR_bobathtable1.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/SLR_bobathtable1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/SLR_bobathtable1_JSON,3_MP4/AI_dataset/N10/N10_Treatment/SLR_bobathtable1.mp4,406.0,406.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/SLR_bobathtable2.MOV,1_FRAME/AI_dataset/N10/N10_Treatment/SLR_bobathtable2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/SLR_bobathtable2_JSON,3_MP4/AI_dataset/N10/N10_Treatment/SLR_bobathtable2.mp4,393.0,393.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Treatment/SLR_bobathtable3.MP4,1_FRAME/AI_dataset/N10/N10_Treatment/SLR_bobathtable3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Treatment/SLR_bobathtable3_JSON,3_MP4/AI_dataset/N10/N10_Treatment/SLR_bobathtable3.mp4,391.0,391.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Ankle Pumping1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Ankle Pumping1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Ankle Pumping1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Ankle Pumping1.mp4,329.0,329.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Ankle Pumping2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Ankle Pumping2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Ankle Pumping2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Ankle Pumping2.mp4,326.0,326.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Ankle Pumping3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Ankle Pumping3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Ankle Pumping3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Ankle Pumping3.mp4,340.0,340.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Biceps Curl1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Biceps Curl1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Biceps Curl1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Biceps Curl1.mp4,333.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Biceps Curl2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Biceps Curl2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Biceps Curl2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Biceps Curl2.mp4,336.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Biceps Curl3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Biceps Curl3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Biceps Curl3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Biceps Curl3.mp4,351.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral1.mp4,344.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral2.mp4,329.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Biceps Curl_Bilateral3.mp4,349.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Bridge_Dynamic1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Bridge_Dynamic1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Bridge_Dynamic1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Bridge_Dynamic1.mp4,626.0,626.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Bridge_Dynamic2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Bridge_Dynamic2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Bridge_Dynamic2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Bridge_Dynamic2.mp4,631.0,631.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Bridge_Dynamic3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Bridge_Dynamic3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Bridge_Dynamic3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Bridge_Dynamic3.mp4,639.0,639.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Bridge_static1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Bridge_static1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Bridge_static1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Bridge_static1.mp4,422.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Bridge_static2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Bridge_static2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Bridge_static2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Bridge_static2.mp4,442.0,442.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Bridge_static3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Bridge_static3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Bridge_static3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Bridge_static3.mp4,431.0,431.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Chest Press1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Chest Press1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Chest Press1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Chest Press1.mp4,353.0,353.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Chest Press2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Chest Press2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Chest Press2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Chest Press2.mp4,380.0,380.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Chest Press3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Chest Press3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Chest Press3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Chest Press3.mp4,356.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Clamshell_Sidelying1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Clamshell_Sidelying1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Clamshell_Sidelying1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Clamshell_Sidelying1.mp4,441.0,441.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Clamshell_Sidelying2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Clamshell_Sidelying2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Clamshell_Sidelying2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Clamshell_Sidelying2.mp4,454.0,454.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Clamshell_Sidelying3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Clamshell_Sidelying3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Clamshell_Sidelying3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Clamshell_Sidelying3.mp4,452.0,452.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Clamshell_Supine1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Clamshell_Supine1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Clamshell_Supine1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Clamshell_Supine1.mp4,444.0,444.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Clamshell_Supine2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Clamshell_Supine2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Clamshell_Supine2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Clamshell_Supine2.mp4,461.0,461.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Clamshell_Supine3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Clamshell_Supine3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Clamshell_Supine3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Clamshell_Supine3.mp4,455.0,455.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip Extension.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Hip Extension_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip Extension_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip Extension.mp4,347.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip Extension.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Hip Extension_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip Extension_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip Extension.mp4,347.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip Extension3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Hip Extension3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip Extension3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip Extension3.mp4,336.0,336.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip abduction1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Hip abduction1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip abduction1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip abduction1.mp4,361.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip abduction2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Hip abduction2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip abduction2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip abduction2.mp4,375.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip abduction3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Hip abduction3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip abduction3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip abduction3.mp4,374.0,374.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip knee flexion1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Hip knee flexion1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip knee flexion1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip knee flexion1.mp4,509.0,509.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip knee flexion2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Hip knee flexion2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip knee flexion2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip knee flexion2.mp4,521.0,521.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Hip knee flexion3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Hip knee flexion3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Hip knee flexion3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Hip knee flexion3.mp4,518.0,518.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Knee flexion1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Knee flexion1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Knee flexion1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Knee flexion1.mp4,394.0,394.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Knee flexion2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Knee flexion2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Knee flexion2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Knee flexion2.mp4,397.0,397.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Knee flexion3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Knee flexion3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Knee flexion3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Knee flexion3.mp4,409.0,409.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Leg cycle exercise1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Leg cycle exercise1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Leg cycle exercise1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Leg cycle exercise1.mp4,364.0,364.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Leg cycle exercise2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Leg cycle exercise2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Leg cycle exercise2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Leg cycle exercise2.mp4,386.0,386.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Leg cycle exercise3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Leg cycle exercise3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Leg cycle exercise3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Leg cycle exercise3.mp4,362.0,362.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Lumbar rotation1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/Lumbar rotation1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Lumbar rotation1_JSON,3_MP4/AI_dataset/N10/N10_Ward/Lumbar rotation1.mp4,400.0,400.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Lumbar rotation2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Lumbar rotation2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Lumbar rotation2_JSON,3_MP4/AI_dataset/N10/N10_Ward/Lumbar rotation2.mp4,425.0,425.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/Lumbar rotation3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/Lumbar rotation3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/Lumbar rotation3_JSON,3_MP4/AI_dataset/N10/N10_Ward/Lumbar rotation3.mp4,410.0,410.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/One leg bridge_static1.MOV,1_FRAME/AI_dataset/N10/N10_Ward/One leg bridge_static1_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/One leg bridge_static1_JSON,3_MP4/AI_dataset/N10/N10_Ward/One leg bridge_static1.mp4,449.0,449.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/One leg bridge_static2.MP4,1_FRAME/AI_dataset/N10/N10_Ward/One leg bridge_static2_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/One leg bridge_static2_JSON,3_MP4/AI_dataset/N10/N10_Ward/One leg bridge_static2.mp4,452.0,452.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N10/N10_Ward/One leg bridge_static3.MP4,1_FRAME/AI_dataset/N10/N10_Ward/One leg bridge_static3_frames,2_KEYPOINTS/AI_dataset/N10/N10_Ward/One leg bridge_static3_JSON,3_MP4/AI_dataset/N10/N10_Ward/One leg bridge_static3.mp4,468.0,468.0,True,True,True,True,False,False
